place_icon_image,place_id,acommodation_name_concatenated,name,rating,formatted_address,geometry_location_lat,geometry_location_lng,acommodation_type,lokasi,lokasi_kecamatan,lokasi_kota,rate_level,rating.1,num_of_reviews,price_per_night,level_price
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10001651-6523742c505137d74ddaa3ed2a35ab7e.jpeg?_src=imagekit&tr=h-176,q-40,w-135",ChIJ5boHk3-McC4RaO5SWwrvWLg,"Sisingamangaraja Guest House Candisari, Semarang",Sisingamangaraja Guest House,4.3,"Jl. Sisingamangaraja No.4, Kaliwiru, Kec. Candisari, Kota Semarang, Jawa Tengah 50253, Indonesia",-7.0164637,110.4271182,Guest Houses,"Candisari, Semarang",Candisari,Semarang,Convenient,8.1,1540,"300,000",1
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67834288-082d87dc25e568388c00daf6331fc905.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJJ8DxGv5Zei4ReAJLTTKWRLM,"Sini Sleepbox Tegalrejo, Yogyakarta",Sini Sleep Box,4.5,"Jl. Pembela Tanah Air No.3, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244, Indonesia",-7.7902686,110.3544491,Capsule Hotel,"Tegalrejo, Yogyakarta",Tegalrejo,Yogyakarta,Impressive,8.7,31,"120,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20058499-3ea0550c84b3674e25ae489b24240642.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJq6rul7j61y0Rg13j3wF-J0s,"SInggahsini UPN Veteran Jawa Timur Rungkut, Surabaya",Singgahsini Near UPN Veteran Jawa Timur,5.0,"No 32, Jl. Rungkut Asri Tim. XVIII, Rungkut Kidul, Kec. Rungkut, Surabaya, Jawa Timur 60293, Indonesia",-7.3313135,112.7874464,Hostels,"Rungkut, Surabaya",Rungkut,Surabaya,Impressive,8.5,11,"287,782",1
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67836238-2e5f78c7f2eda37ec9c6778bac1152c2.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJd1jYQPnzaS4Rc18SQ0dH3R8,"Singgahsini Kuningan Kuningan, Jakarta",Singgahsini Kuningan,4.0,"Jl. Karet Pedurenan No.38, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.2213122,106.824736,Hostels,"Kuningan, Jakarta",Kuningan,Jakarta,Superb,9.1,16,"400,400",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20059700-da7f99a0f86bb870ee2ccc39f53f2049.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJOU_WGR_yaS4RSpenFtvJnsM,"Singgahsini Ampera Raya Female Only Ragunan, Jakarta",Singgahsini Ampera Raya ( Female Only),3.0,"Jl. Sawo No.19, RW.10, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia",-6.280591,106.8220533,Hostels,"Ragunan, Jakarta",Ragunan,Jakarta,Superb,9.2,6,"353,760",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10011849-1920x1080-FIT_AND_TRIM-056c86128a0969a700f2f151c096677a.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJL6qdKTRIaC4RShUgKNkpSN8,"Sindang Reret Cikole Lembang, Bandung",Sindang Reret Hotel & Restaurant Cikole Lembang,4.5,"Jl. Cibedug No.KM 22, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",-6.794057,107.6541655,Resorts,"Lembang, Bandung",Lembang,Bandung,Impressive,8.3,344,"825,000",2
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10000838-2220x1480-FIT_AND_TRIM-ceffc37ce4134ab13af4019e390dc874.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJXwTNnuPk1y0RksGiDczcX9Q,"Hotel Sinar 2 Juanda Sedati, Surabaya",Sinar II Hotel,4.0,"Jl. Raya Pabean No.30-36, Payan, Pabean, Kec. Sedati, Kabupaten Sidoarjo, Jawa Timur 61253, Indonesia",-7.3686194,112.7632563,Hotels,"Sedati, Surabaya",Sedati,Surabaya,Convenient,8.2,2315,"358,490",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20009425-0698ca8e881b34889b484f8204057ff6.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJv9hJQj3maC4RkHMZeaCfoj0,"Simplycity Hostel Syariah Bandung Pasirkaliki, Bandung",SIMPLYCITY HOSTEL SYARIAH BANDUNG,4.5,"Jl. Belakang Pasar No.111, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40181, Indonesia",-6.9172261,107.5990941,Hostels,"Pasirkaliki, Bandung",Pasirkaliki,Bandung,Impressive,8.5,408,"118,000",1
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67797546-c4c335808116dfcab5751558991d9ed3.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJlfEOcpVZei4Rb1jy982kdyY,"Simple Homestay Malioboro Street, Yogyakarta",Simple Homestay,4.9,"Jl. Ps. Kembang No.33, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",-7.7900561,110.3639745,Homestays,"Malioboro Street, Yogyakarta",Malioboro Street,Yogyakarta,Impressive,8.8,127,"275,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10002281-a562fa1e7ff1c2e23973d93be1e8de6f.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJp_LQm1iLcC4Rlp968zuj8tA,"Simpang Lima Residence Central Semarang, Semarang",Simpang Lima Residence,4.3,"Jl. Kh Ahmad Dahlan No.6B, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134, Indonesia",-6.9889101,110.4256821,Apartments,"Central Semarang, Semarang",Central Semarang,Semarang,Convenient,8.2,5559,"632,500",2
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20017017-0911cc8e1128aba52977367a1c4b856a.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJFbkDy1iLcC4RBIEsmnvut_s," Simpang Lima Central Semarang, Semarang",Simpang Lima Plaza,4.5,"Jalan Ahmad Yani, Jl. Simpang Lima No.1, Karangkidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50241, Indonesia",-6.9902037,110.4248079,Apartments,"Central Semarang, Semarang",Central Semarang,Semarang,Impressive,8.7,199,"495,000",1
"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/1000000/30000/28600/28546/w4000h2664x0y3-09d7df9b_z.jpg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ_11YjV351y0R1AIWoI2A6wg,"Sheraton Surabaya Hotel Towers Tegalsari, Surabaya",Sheraton Surabaya Hotel & Towers,4.7,"Jl. Embong Malang No.25-31, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261, Indonesia",-7.2627367,112.7380756,Hotels,"Tegalsari, Surabaya",Tegalsari,Surabaya,Impressive,8.8,3683,"1,548,800",3
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20029600-fbfd0544a456e0fb78181a51b4916c7c.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJPxTx8OLmaC4RoTFMF6688Q4,"Sheraton Bandung Hotel & Towers Dago Atas, Bandung",Sheraton Bandung Hotel & Towers,4.6,"Jl. Ir. H. Juanda No.390, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia",-6.8746624,107.6202169,Hotels,"Dago Atas, Bandung",Dago Atas,Bandung,Impressive,8.7,2286,"1,633,500",3
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20004220-1ba51d9427e7f52834a772410d4cecc5.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJAAAAAAAAAAAR9jfMCdUSRpE,"Shangri-La Surabaya Sawahan, Surabaya",Shangri-La Hotel Surabaya,4.7,"Jl. Mayjen Sungkono No.120, Pakis, Kec. Sawahan, Surabaya, Jawa Timur 60256, Indonesia",-7.2898912,112.7161865,Hotels,"Sawahan, Surabaya",Sawahan,Surabaya,Impressive,8.7,1953,"1,087,790",3
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20054909-124861a60c0f78ce1ea7c08b5f6b054c.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJvWAjewLnaC4RdMUGtNKdo-4,"SHAKTI VILLA DAGO BANDUNG Dago Atas, Bandung",Shakti Villa Dago,4.6,"Jl. Dago Asri No.15, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia",-6.8752843,107.6157359,Villas,"Dago Atas, Bandung",Dago Atas,Bandung,Superb,9.1,82,"915,200",2
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10000305-ea778958298b97175eec3fc1682d8ead.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ8YJiaMbCaC4RVud9DsyhPyQ,"Shakti Hotel Bandung Gedebage, Bandung",Shakti Hotel Bandung,4.3,"Jl. Soekarno Hatta No.735, Cimenerang, Kec. Gedebage, Kota Bandung, Jawa Barat 40294, Indonesia",-6.9374298,107.6972181,Hotels,"Gedebage, Bandung",Gedebage,Bandung,Impressive,8.5,9355,"792,000",2
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67849590-5cff7c9fb154f09618b2635a258648c0.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ-Ru90ejpaC4R_c0dGeGnl94,"Shakti Capsule Gatsu Buahbatu, Bandung",Shakti Capsule Gatsu,4.7,"Jl. Gatot Subroto No.196a, Gumuruh, Kec. Batununggal, Kota Bandung, Jawa Barat 40275, Indonesia",-6.9303689,107.6394525,Capsule Hotel,"Buahbatu, Bandung",Buahbatu,Bandung,Impressive,8.4,24,"150,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20017597-3d161f31b17771ae30e73e09442bc62e.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ32_Aj1bnaC4R3DAkpufSVgw,"Shakti Capsule Cihampelas Bandung Cihampelas, Bandung",Shakti Capsule Cihampelas,4.6,"Jl. Cihampelas No.119, RW.02, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131, Indonesia",-6.8971503,107.60372,Hotels,"Cihampelas, Bandung",Cihampelas,Bandung,Impressive,8.5,877,"150,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10006740-e1c973626d6e32d932476085542c80ea.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJFcugAyRaei4RyVBMzpEqrCY,"Pondok Shabrina Family Homestay Syariah Depok, Yogyakarta",Shabrina Family Homestay,4.5,"Jl. Ring Road Utara, Meguwo, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7666498,110.4324098,Hotels,"Depok, Yogyakarta",Depok,Yogyakarta,Impressive,8.9,139,"250,000",1
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67835096-ff02bffb9ea904c145a5ce81c69fdb97.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJi7HNpZrzaS4R7eNHRhEAS-s,"S&F Residence Kemang Jakarta Kemang, Jakarta",SF RESIDENCES,4.6,"Jl. Kemang Barat No.11, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",-6.2585927,106.8186095,Hotels,"Kemang, Jakarta",Kemang,Jakarta,Impressive,8.6,80,"750,000",2
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20005313-fd184993fa5d9d885f70a1b0e2eafdab.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJv_251CVYei4RKloK-5u6nPA,"Setia Backpacker Malioboro Street, Yogyakarta",Setia Backpacker,4.4,"Gg. 2 No.146, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",-7.7900005,110.364163,Hostels,"Malioboro Street, Yogyakarta",Malioboro Street,Yogyakarta,Impressive,8.5,2790,"137,500",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20008093-ec43b3084e5953e6da85d24fcb8fff38.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJZXln4-HfQS4R-xNAqjdMi-A,"Sera Homestay Tidung Island, Jakarta",Sera Homestay,4.7,"6G22+FFJ, Pulau Tidung, Kec. Kepulauan Seribu Sel., Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14520, Indonesia",-5.7988017,106.5011358,Homestays,"Tidung Island, Jakarta",Tidung Island,Jakarta,Impressive,8.7,100,"285,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20041534-d7109106eb37f21544a56c61106c67c1.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJkQK8jQXzaS4RRCitYT_eAos,"Sentral Cawang Hotel Cawang, Jakarta",Sentral Cawang Hotel Jakarta,4.4,"Sebelah kantor BNN, Jl. Letjen M.T. Haryono No.9, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",-6.2469782,106.8727876,Hotels,"Cawang, Jakarta",Cawang,Jakarta,Impressive,8.4,7785,"481,800",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10007723-1154x768-FIT_AND_TRIM-487cf5d8c8ebe0a8354b28df13cf6649.jpeg?_src=imagekit&tr=h-176,q-40,w-135",ChIJ79INAyvmaC4RoaFcP2g35Oc,"Sentra Inn Bandung Asia Afrika, Bandung",Sentra Inn Bandung,4.3,"Jl. Emong No.34, Burangrang, Kec. Lengkong, Kota Bandung, Jawa Barat 40262, Indonesia",-6.9251681,107.6191771,Hotels,"Asia Afrika, Bandung",Asia Afrika,Bandung,Impressive,8.5,1468,"303,750",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20020038-3df2a6f50c4ab3bd6c773cc58eddadb8.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ_8NeYFvmaC4RTKNjAy4caL4,"Sensa Hotel Bandung Cihampelas, Bandung",Sensa Hotel Bandung,4.5,"Jl. Cihampelas No.160, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131, Indonesia",-6.8948142,107.6049463,Hotels,"Cihampelas, Bandung",Cihampelas,Bandung,Impressive,8.7,3200,"1,388,000",3
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20065108-998aa244fdb269b9ac8032e613dba9db.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ50HLg5X1aS4RpgLeCJIBGfQ,"Senior Living Care Gunung Sahari, Jakarta",SENIOR LIVING CARE,5.0,"Hermina Tower, Jl. Selangit No.17, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610, Indonesia",-6.1540717,106.8457256,Hotels,"Gunung Sahari, Jakarta",Gunung Sahari,Jakarta,Superb,9.4,8,"449,900",1
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67833983-71278c0047999d89f656a645f139a068.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJRYd0et3naC4Rbr2xSZyLpOI,"Sembilan House Syariah Pasteur, Bandung",Sembilan House,4.7,"Jl. Setrawangi No.9, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163, Indonesia",-6.8834959,107.5842245,Hotels,"Pasteur, Bandung",Pasteur,Bandung,Impressive,8.3,24,"399,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20007997-cbeebc21db0b69e7b301c6eea2271373.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJa36hjyZYei4R7ETOGG9oE3w,"Hotel Selaras Inn Syariah Malioboro Street, Yogyakarta",Selaras Inn Syariah,4.4,"Jl. Sosrowijayan No.45, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",-7.7916908,110.3630573,Hotels,"Malioboro Street, Yogyakarta",Malioboro Street,Yogyakarta,Impressive,8.6,332,"500,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67702731-2808x1872-FIT_AND_TRIM-98c20dde7ca4be088533cc2c8e4f61ab.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJCyXzHLXnaC4RlAG3MDL5oFE,"Selaras Guest House & Restaurant Riau Street, Bandung",Selaras Guest House & Restaurant,4.5,"Jl. Tm. Cibeunying Sel. No.45, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114, Indonesia",-6.9047592,107.6237516,Hotels,"Riau Street, Bandung",Riau Street,Bandung,Superb,9.1,570,"734,712",2
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20035047-7113017fc52f1cd9968894ab3210a7e5.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJf2pTrcNXei4R0qRSXRxxecE,"Sela Stay Prawirotaman Street, Yogyakarta",Sela Stay,4.8,"Jalan Prawirotaman, Timuran Rt025 No.574, RW.007, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153, Indonesia",-7.8187596,110.3723377,Homestays,"Prawirotaman Street, Yogyakarta",Prawirotaman Street,Yogyakarta,Impressive,9.0,69,"105,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67729245-1024x683-FIT_AND_TRIM-95c853497d987e9af4a815b89d122d3f.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJOyGkt0v61y0RdgaadOOpXUE," STIESIA Surabaya Sukolilo, Surabaya",Sekolah Tinggi Ilmu Ekonomi Indonesia,4.7,"Jl. Menur Pumpungan No.30, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",-7.2889544,112.7664718,Hotels,"Sukolilo, Surabaya",Sukolilo,Surabaya,Convenient,8.1,17,"331,765",1
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67820884-cc3a3df8a62d172ce09cff8a9a093664.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJp4ZOmwz71y0Rf7ka7Pm7HX4,"Se.juk Heritage Rungkut Rungkut, Surabaya",Se.juk Heritage Rungkut,4.9,"Jl. Medokan Asri Barat No.9-11, Medokan Ayu, Kec. Rungkut, Surabaya, Jawa Timur 60295, Indonesia",-7.3290482,112.788965,Hotels,"Rungkut, Surabaya",Rungkut,Surabaya,Impressive,8.4,6,"250,000",1
"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67841228-a1f27b8414e5216b9af5ef5b309a8dd5.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJrUJNn7rEaC4R3gAdVOv7FKk,"SKYLAND CITY HOTEL JATINANGOR Jatinangor, Bandung",Scarlet Skyland Jatinangor Hotel,4.1,"Jl. Raya Jatinangor No.1, Hegarmanah, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia",-6.932286,107.779166,Apartments,"Jatinangor, Bandung",Jatinangor,Bandung,Impressive,8.4,45,"715,000",2
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10043605-ac61f1bc6e13b0941bba0a7c1056df7f.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJF4wPavTgaC4RM4hQ2tTOwB8,"Saung Balibu Hotel Lembang, Bandung",Saung Balibu Hotel,4.3,"Jl. Raya Tangkuban Parahu No.168, Cibogo, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",-6.807731,107.6408281,Hotels,"Lembang, Bandung",Lembang,Bandung,Impressive,8.5,1121,"307,528",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20015595-9ccf240f757f4418f65248cf39ba2fa0.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ-6QufaFXei4RgxEMJDlwKCk,"Sartika Hotel Prawirotaman Street, Yogyakarta",Sartika Homestay,4.2,"Jl. Prawirotaman 1 , No 44A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153, Indonesia",-7.8195348,110.3727727,Homestays,"Prawirotaman Street, Yogyakarta",Prawirotaman Street,Yogyakarta,Impressive,8.5,90,"200,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20045495-10272cf845834d69fc827d0514d43692.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJP0pYI-tZei4RqimeWWErB18,"Sari Homestay Depok, Yogyakarta",Sari Homestay,4.4,"Jl. Duwet No.206, Mundu, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7744733,110.4060876,Homestays,"Depok, Yogyakarta",Depok,Yogyakarta,Impressive,8.8,15,"220,000",1
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10000219-491b4ea81e6b01af6818ae68ce954669.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJ_98G8mPnaC4RmKayP_sesyE,"Sari Ater Hotel Ciater, Bandung",Sari Ater Kamboti Bandung,4.6,"Jl. Lemahnendeut No.7, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia",-6.8830312,107.5802853,Hotels,"Ciater, Bandung",Ciater,Bandung,Impressive,8.5,7834,"894,579",2
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10001138-1ea2a9679054b36f4dbbc14fce3083b0.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJGwyFLl_maC4Rd9GJ3T5tktY,"Sapulidi Resort Bandung Lembang, Bandung","Sapulidi Cafe, Resort & Gallery",4.2,"Kompleks Graha Puspa, Jl. Sersan Bajuri, Cihideung, Parongpong, West Bandung Regency, West Java 40559, Indonesia",-6.8125513,107.5982301,Resorts,"Lembang, Bandung",Lembang,Bandung,Impressive,8.3,2172,"1,000,000",3
"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10009246-2000x1335-FIT_AND_TRIM-13a6f60f8b2a169d21bd62b90fc6c2d0.jpeg?_src=imagekit&tr=h-176,q-40,w-300",ChIJIRKWDfTmaC4RX5CecMCOT74,"Sany Rosa Hotel Setiabudi, Bandung",Sany Rosa Hotel Bandung,4.3,"Jl. Dr. Setiabudi Jl. Hegarmanah No.2A, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141, Indonesia",-6.8825769,107.6027374,Hotels,"Setiabudi, Bandung",Setiabudi,Bandung,Impressive,8.5,2608,"572,000",2
